Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
Canada,2020,Covid-19,Cardiovascular,0.63,12.24,9.79,36-60,Other,569063.0,95.91,2.97,6.34,Surgery,21600.0,No,89.75,2172.0,7.53,86391.0,0.64,39.93
Argentina,2015,Malaria,Autoimmune,0.98,0.82,6.67,19-35,Female,573040.0,64.18,1.28,5.6,Medication,31284.0,No,57.94,4107.0,7.0,3050.0,0.87,73.06
Brazil,2019,Malaria,Parasitic,0.25,6.99,2.56,36-60,Other,83207.0,64.55,4.96,8.03,Therapy,20443.0,Yes,61.88,924.0,4.7,35332.0,0.5,75.91
Australia,2023,Leprosy,Viral,0.32,14.66,5.91,0-18,Female,114292.0,73.52,4.32,1.81,Surgery,11839.0,No,52.45,3737.0,6.24,76030.0,0.8,50.88
Argentina,2019,Hepatitis,Chronic,0.6,2.12,9.27,61+,Other,139984.0,87.37,1.0,7.82,Therapy,10521.0,Yes,69.12,4791.0,5.72,25604.0,0.51,66.38
Turkey,2015,Rabies,Cardiovascular,0.55,2.5,8.73,0-18,Other,145274.0,59.16,2.7,0.94,Vaccination,1991.0,No,52.75,2354.0,0.64,54633.0,0.48,45.46
Saudi Arabia,2022,Hepatitis,Genetic,0.94,13.97,6.18,0-18,Male,301976.0,93.63,1.66,8.96,Medication,19735.0,No,98.29,4588.0,7.43,12892.0,0.47,54.65
Turkey,2015,Cancer,Genetic,0.75,2.43,3.82,36-60,Female,87021.0,79.94,2.59,9.37,Vaccination,9586.0,Yes,52.36,942.0,7.22,6408.0,0.62,23.4
South Africa,2010,Diabetes,Infectious,0.26,5.03,8.97,36-60,Female,334591.0,79.64,2.43,1.33,Vaccination,36039.0,No,54.53,1106.0,6.64,49119.0,0.8,60.02
Russia,2015,Diabetes,Infectious,0.33,1.98,8.73,36-60,Male,320602.0,91.96,2.76,4.95,Medication,18503.0,Yes,61.71,2124.0,0.46,84799.0,0.61,37.99
Indonesia,2019,Covid-19,Bacterial,0.91,14.38,2.64,36-60,Male,164483.0,99.43,1.4,1.73,Vaccination,14413.0,Yes,60.63,979.0,4.94,42769.0,0.85,86.22
South Africa,2021,Polio,Genetic,0.38,8.89,0.23,61+,Female,627486.0,75.71,1.63,3.08,Therapy,1926.0,No,98.28,2862.0,7.62,88100.0,0.79,51.86
Russia,2010,Dengue,Genetic,0.74,9.54,3.23,19-35,Other,146660.0,85.27,4.54,5.32,Surgery,16671.0,Yes,70.01,684.0,9.55,99280.0,0.72,36.55
South Korea,2014,Covid-19,Chronic,0.97,14.45,8.66,0-18,Female,793920.0,58.57,3.25,6.84,Medication,42929.0,Yes,73.11,2771.0,3.02,38423.0,0.48,69.18
Nigeria,2013,Malaria,Metabolic,0.4,5.07,5.02,19-35,Female,248681.0,95.71,1.31,6.21,Medication,35574.0,No,52.93,3642.0,2.43,18264.0,0.55,32.21
Germany,2024,Measles,Viral,0.61,4.1,2.37,19-35,Male,357945.0,93.03,1.68,6.58,Therapy,9493.0,No,53.84,452.0,8.98,86969.0,0.52,88.96
China,2024,Malaria,Cardiovascular,0.5,7.43,7.28,36-60,Other,867334.0,61.47,3.17,5.91,Vaccination,37518.0,No,52.73,4280.0,7.03,69215.0,0.89,55.52
Brazil,2010,Asthma,Parasitic,0.79,1.91,7.77,61+,Female,97667.0,66.46,1.81,4.29,Therapy,13381.0,Yes,82.63,4012.0,1.06,89718.0,0.87,40.19
France,2021,Rabies,Neurological,0.36,2.16,3.51,0-18,Female,300557.0,68.36,2.9,7.31,Medication,6976.0,Yes,59.04,3615.0,6.51,75313.0,0.7,63.92
Brazil,2017,Diabetes,Respiratory,0.81,1.93,2.77,19-35,Other,380349.0,55.31,2.76,7.91,Vaccination,14643.0,No,58.0,1142.0,1.66,19373.0,0.83,25.36
Italy,2020,Zika,Infectious,0.49,9.84,1.11,0-18,Female,559608.0,50.3,3.96,9.66,Vaccination,3151.0,Yes,75.57,911.0,0.6,90568.0,0.48,33.38
Mexico,2021,Cancer,Metabolic,0.27,1.63,6.37,0-18,Male,472231.0,99.8,1.8,3.87,Vaccination,11560.0,Yes,67.19,2831.0,8.67,65535.0,0.44,60.35
Uk,2022,Influenza,Chronic,0.25,0.13,6.05,0-18,Other,554925.0,70.56,2.84,8.64,Therapy,39644.0,No,81.06,4393.0,0.74,5483.0,0.74,24.5
Japan,2023,Leprosy,Bacterial,0.44,4.88,6.22,36-60,Other,97948.0,97.68,3.22,6.66,Surgery,16012.0,Yes,98.18,950.0,2.03,60851.0,0.59,35.3
Japan,2010,Leprosy,Infectious,0.57,1.18,0.35,36-60,Female,329228.0,74.15,3.39,7.06,Vaccination,35648.0,Yes,51.32,2757.0,5.03,7544.0,0.53,47.11
South Korea,2018,Malaria,Bacterial,0.93,12.34,0.65,0-18,Other,194774.0,58.91,2.35,4.62,Surgery,37124.0,No,85.84,4480.0,3.67,45102.0,0.69,41.42
China,2013,Asthma,Neurological,0.78,8.09,2.32,19-35,Female,118321.0,74.23,3.95,0.83,Surgery,49943.0,Yes,82.79,1868.0,0.32,93109.0,0.45,28.08
Australia,2011,Parkinson'S Disease,Genetic,0.36,12.41,6.26,0-18,Male,287996.0,53.32,2.74,0.93,Surgery,49492.0,No,56.94,2473.0,5.74,41202.0,0.88,44.95
Japan,2011,Cholera,Infectious,0.55,3.01,1.02,19-35,Male,651853.0,59.49,4.39,1.98,Therapy,28869.0,Yes,60.3,3819.0,2.45,6682.0,0.67,26.18
Japan,2013,Cholera,Parasitic,0.67,9.24,1.46,0-18,Female,952732.0,58.44,4.78,9.85,Medication,16473.0,No,94.26,1568.0,6.16,83319.0,0.47,25.71
Japan,2022,Tuberculosis,Neurological,0.89,7.47,2.73,0-18,Other,611102.0,95.12,3.77,2.74,Therapy,22762.0,No,71.42,28.0,1.23,25688.0,0.81,23.03
Turkey,2021,Hypertension,Infectious,0.27,13.92,0.26,61+,Other,167433.0,79.59,3.07,3.45,Medication,43885.0,Yes,97.46,3532.0,4.03,34944.0,0.49,76.54
Russia,2016,Influenza,Chronic,0.57,12.33,8.03,61+,Female,326796.0,79.49,2.63,0.66,Medication,223.0,No,89.96,116.0,5.71,29969.0,0.4,20.92
Nigeria,2017,Parkinson'S Disease,Cardiovascular,0.55,2.14,3.48,61+,Male,194598.0,74.79,1.74,9.71,Therapy,39223.0,No,71.07,3164.0,9.75,81812.0,0.69,61.43
France,2024,Rabies,Metabolic,0.93,10.62,1.45,61+,Male,358905.0,83.56,0.71,7.0,Vaccination,41644.0,Yes,58.46,4944.0,1.89,13376.0,0.57,52.53
Usa,2016,Asthma,Cardiovascular,0.8,11.02,7.48,19-35,Other,204802.0,71.2,1.05,3.5,Medication,23044.0,Yes,72.51,4257.0,9.52,16229.0,0.89,23.51
Australia,2012,Malaria,Genetic,0.35,3.22,7.49,19-35,Other,894401.0,57.53,1.74,5.65,Vaccination,21128.0,No,72.5,4250.0,2.04,62532.0,0.84,63.97
Nigeria,2010,Cholera,Viral,0.38,6.18,9.61,36-60,Female,56759.0,52.13,3.36,7.94,Vaccination,437.0,Yes,81.94,2631.0,4.13,56697.0,0.69,88.29
Canada,2013,Influenza,Metabolic,0.75,0.49,1.57,19-35,Other,623380.0,98.21,4.08,4.25,Surgery,44713.0,No,79.64,804.0,4.45,42048.0,0.82,33.65
Canada,2024,Cholera,Cardiovascular,0.76,10.16,5.1,0-18,Male,152534.0,95.98,1.59,8.51,Therapy,30090.0,No,89.72,6.0,7.15,74091.0,0.55,35.45
South Africa,2023,Rabies,Metabolic,0.79,8.41,6.78,61+,Male,873407.0,71.13,2.99,0.83,Vaccination,46177.0,Yes,54.77,84.0,6.15,9772.0,0.5,24.42
Italy,2010,Malaria,Chronic,0.2,12.74,2.64,61+,Female,27091.0,56.61,3.34,9.39,Vaccination,16530.0,Yes,68.23,2844.0,7.12,94715.0,0.76,21.94
Canada,2024,Leprosy,Neurological,0.24,11.56,6.52,0-18,Female,895187.0,75.81,1.63,8.26,Therapy,48194.0,No,92.44,1851.0,6.28,75080.0,0.76,32.6
France,2016,Hepatitis,Chronic,0.56,13.44,1.91,0-18,Other,950497.0,94.64,3.14,2.04,Surgery,20889.0,Yes,89.69,3983.0,9.64,47472.0,0.55,66.02
Germany,2023,Asthma,Autoimmune,0.64,1.75,1.89,61+,Female,806453.0,87.13,3.07,1.47,Medication,2863.0,Yes,68.3,2392.0,3.19,93448.0,0.7,51.72
Usa,2017,Dengue,Metabolic,0.26,7.93,0.82,61+,Other,937515.0,62.18,1.86,8.03,Medication,42240.0,Yes,67.44,1216.0,0.33,26693.0,0.56,50.37
Canada,2019,Asthma,Respiratory,0.58,14.34,5.98,0-18,Male,998776.0,87.62,1.23,2.04,Surgery,23628.0,No,64.13,1730.0,2.53,38174.0,0.44,38.92
Turkey,2017,Rabies,Neurological,0.85,13.9,4.5,19-35,Female,556032.0,95.13,3.11,1.02,Medication,44894.0,No,66.56,3415.0,3.55,84715.0,0.7,30.52
Japan,2011,Hiv/Aids,Infectious,0.94,9.47,9.78,61+,Female,946827.0,57.61,0.95,7.48,Surgery,24378.0,No,55.67,454.0,3.54,69801.0,0.41,50.73
Nigeria,2021,Dengue,Autoimmune,0.91,9.59,3.06,36-60,Other,6144.0,64.12,3.73,6.7,Surgery,19202.0,No,78.94,3003.0,4.88,65684.0,0.52,51.55
South Africa,2022,Diabetes,Autoimmune,0.67,5.82,3.16,36-60,Female,484447.0,59.43,4.19,6.25,Vaccination,12798.0,No,63.85,1459.0,5.27,35143.0,0.54,56.48
Nigeria,2019,Parkinson'S Disease,Chronic,0.33,5.52,0.34,61+,Other,72584.0,83.16,1.18,3.91,Surgery,20811.0,No,57.72,1878.0,5.56,36939.0,0.57,39.04
India,2016,Zika,Genetic,0.95,11.58,7.81,0-18,Male,400377.0,73.01,4.57,4.77,Medication,6575.0,Yes,87.24,2447.0,8.82,24890.0,0.53,21.95
Turkey,2012,Alzheimer'S Disease,Parasitic,0.72,1.06,4.77,36-60,Male,51215.0,64.0,3.5,9.82,Medication,6347.0,No,96.87,245.0,3.09,9413.0,0.5,82.05
Japan,2014,Asthma,Chronic,0.42,13.88,5.8,0-18,Male,617033.0,66.85,2.54,9.96,Surgery,26255.0,Yes,56.8,1113.0,2.99,98176.0,0.5,27.86
Russia,2016,Hiv/Aids,Parasitic,0.69,3.54,5.92,19-35,Other,303589.0,74.7,4.08,9.86,Therapy,29848.0,No,97.32,1959.0,8.66,89710.0,0.62,80.12
Turkey,2019,Polio,Metabolic,0.45,0.91,8.26,0-18,Other,915714.0,56.92,1.76,6.75,Therapy,24926.0,Yes,53.88,3567.0,0.15,38727.0,0.89,67.15
Australia,2022,Dengue,Genetic,0.2,2.38,6.05,0-18,Female,137746.0,95.83,3.06,0.51,Vaccination,32215.0,Yes,98.08,2938.0,1.95,77732.0,0.54,26.78
South Africa,2020,Cholera,Cardiovascular,0.7,2.06,7.78,0-18,Female,483918.0,73.38,1.62,7.65,Vaccination,26454.0,No,60.72,3586.0,8.77,60711.0,0.6,34.29
Usa,2024,Asthma,Genetic,1.0,0.2,3.04,19-35,Male,928465.0,87.81,1.08,4.89,Surgery,13719.0,No,72.96,4307.0,8.22,59614.0,0.52,88.97
Russia,2022,Zika,Chronic,0.12,5.55,4.89,36-60,Other,306444.0,83.59,1.58,8.71,Vaccination,2667.0,No,80.35,2871.0,3.5,57395.0,0.76,47.36
South Korea,2020,Polio,Bacterial,0.64,12.48,5.79,36-60,Male,687713.0,61.58,3.06,7.59,Therapy,14157.0,No,71.28,1068.0,1.59,12114.0,0.88,29.78
Argentina,2018,Malaria,Parasitic,0.64,7.83,9.52,19-35,Female,256833.0,84.0,1.31,4.08,Therapy,24814.0,No,86.2,775.0,9.63,73973.0,0.68,54.43
Japan,2011,Hypertension,Genetic,0.24,7.78,8.28,19-35,Female,911472.0,95.03,4.31,6.5,Medication,15833.0,No,86.5,1625.0,4.54,79712.0,0.87,26.29
South Africa,2013,Diabetes,Infectious,0.36,9.24,8.45,19-35,Female,75079.0,66.77,3.62,0.76,Therapy,30644.0,Yes,85.14,3390.0,7.2,44245.0,0.82,27.73
Saudi Arabia,2012,Zika,Genetic,0.43,1.14,8.95,36-60,Other,582150.0,87.05,1.8,3.4,Surgery,46535.0,No,82.55,485.0,0.54,22312.0,0.86,64.48
Brazil,2011,Ebola,Cardiovascular,0.78,13.59,3.56,36-60,Other,227332.0,79.97,0.59,7.89,Surgery,7860.0,Yes,73.2,3622.0,4.35,85359.0,0.49,35.39
China,2018,Polio,Respiratory,0.46,0.39,0.64,19-35,Male,371580.0,50.7,4.12,5.11,Therapy,22530.0,No,90.49,73.0,4.46,45347.0,0.88,64.37
Nigeria,2023,Rabies,Metabolic,0.23,0.15,6.9,61+,Male,285669.0,59.65,1.42,1.13,Therapy,17697.0,Yes,95.95,4152.0,8.97,92637.0,0.57,48.11
France,2016,Zika,Chronic,0.52,8.65,5.07,61+,Female,59977.0,54.09,3.91,2.41,Therapy,7678.0,No,69.3,1303.0,8.31,70381.0,0.76,79.97
Italy,2010,Diabetes,Respiratory,0.9,4.48,3.09,19-35,Other,926894.0,87.03,4.02,5.99,Vaccination,10128.0,Yes,75.58,4156.0,3.52,91221.0,0.89,86.67
South Korea,2024,Cancer,Cardiovascular,0.4,14.51,6.23,19-35,Female,312567.0,85.33,4.33,7.14,Surgery,46077.0,No,52.58,4554.0,3.57,63642.0,0.46,86.24
Russia,2024,Cholera,Chronic,0.59,13.75,0.88,0-18,Other,391597.0,64.58,3.51,5.08,Medication,42366.0,No,82.34,4496.0,8.52,9138.0,0.64,45.42
Russia,2024,Cholera,Bacterial,0.8,12.77,0.32,61+,Male,246577.0,84.64,3.59,5.62,Vaccination,904.0,No,81.62,1188.0,2.85,69111.0,0.53,68.88
Italy,2015,Hypertension,Genetic,0.1,11.62,7.25,36-60,Other,93782.0,63.49,3.64,6.07,Surgery,21166.0,No,61.94,4032.0,5.84,26738.0,0.84,64.2
Nigeria,2015,Measles,Respiratory,0.28,9.42,3.42,36-60,Male,340904.0,50.2,2.73,9.05,Medication,19814.0,No,75.75,1918.0,6.72,49018.0,0.47,58.32
Turkey,2016,Covid-19,Parasitic,0.14,9.64,4.07,61+,Other,145863.0,55.5,2.6,6.42,Medication,14724.0,No,65.29,1977.0,8.65,38762.0,0.63,56.04
Italy,2019,Asthma,Chronic,0.75,14.84,8.6,19-35,Female,931043.0,68.51,1.16,7.36,Therapy,6728.0,No,87.73,77.0,6.97,10745.0,0.86,53.02
South Africa,2012,Alzheimer'S Disease,Infectious,0.68,13.85,2.14,61+,Male,732610.0,62.95,0.55,4.54,Therapy,12659.0,No,83.92,3421.0,8.6,47565.0,0.76,43.97
India,2011,Polio,Cardiovascular,0.2,5.62,1.16,36-60,Male,326416.0,94.16,4.52,6.66,Surgery,4848.0,No,90.62,1002.0,8.76,64603.0,0.52,25.25
Saudi Arabia,2020,Ebola,Chronic,0.4,12.67,2.1,61+,Other,651235.0,51.46,0.84,7.61,Surgery,32992.0,No,52.87,162.0,3.71,57710.0,0.84,51.54
Usa,2019,Malaria,Neurological,0.97,1.65,4.6,0-18,Male,647400.0,67.89,3.56,5.1,Medication,40712.0,Yes,81.51,3849.0,1.3,44299.0,0.49,35.11
Canada,2021,Asthma,Genetic,0.31,11.68,6.16,0-18,Other,908430.0,86.33,3.27,8.02,Vaccination,4957.0,No,69.88,1276.0,4.61,63393.0,0.69,28.54
China,2020,Hypertension,Cardiovascular,0.75,3.1,9.83,36-60,Male,353411.0,72.58,2.16,3.55,Therapy,11810.0,No,69.08,3184.0,4.45,17969.0,0.64,51.0
South Korea,2019,Measles,Bacterial,0.87,10.57,1.01,19-35,Other,701837.0,65.39,2.68,5.76,Medication,44376.0,No,83.43,1261.0,9.28,24410.0,0.65,32.15
Canada,2014,Diabetes,Cardiovascular,0.47,4.33,1.16,0-18,Female,50946.0,54.19,1.1,7.51,Therapy,40855.0,No,57.7,1585.0,8.28,58208.0,0.5,53.79
Argentina,2018,Covid-19,Cardiovascular,0.65,3.77,0.14,0-18,Other,862798.0,79.85,4.11,9.43,Therapy,5095.0,Yes,85.54,4720.0,3.47,40736.0,0.45,61.08
Mexico,2014,Polio,Chronic,0.3,9.62,8.37,36-60,Other,811672.0,61.57,0.6,0.82,Surgery,25139.0,No,52.17,759.0,3.69,55655.0,0.7,26.23
Germany,2022,Cholera,Genetic,0.34,13.24,1.91,61+,Other,734984.0,51.48,1.05,4.2,Surgery,33629.0,No,93.3,4632.0,3.51,34045.0,0.67,20.11
Germany,2019,Zika,Parasitic,0.88,10.89,9.51,19-35,Other,519609.0,72.7,0.72,5.41,Therapy,664.0,No,80.06,3559.0,5.8,51436.0,0.85,85.41
Russia,2019,Hepatitis,Respiratory,0.1,7.06,3.73,19-35,Male,476292.0,73.59,2.79,0.78,Medication,7636.0,Yes,82.28,4476.0,7.55,40277.0,0.65,40.15
Brazil,2012,Polio,Autoimmune,0.9,4.03,3.7,19-35,Other,787984.0,59.46,3.94,9.34,Surgery,12638.0,No,77.01,3624.0,9.59,99440.0,0.7,74.85
India,2016,Hiv/Aids,Metabolic,0.7,2.51,4.49,0-18,Other,803490.0,57.43,4.04,3.29,Vaccination,16209.0,Yes,56.93,2232.0,5.81,83393.0,0.61,34.6
Argentina,2017,Rabies,Neurological,0.77,3.68,9.24,0-18,Other,339560.0,56.79,2.68,8.12,Vaccination,44108.0,Yes,97.66,52.0,8.38,21037.0,0.53,76.9
Canada,2011,Tuberculosis,Autoimmune,0.95,6.99,1.41,0-18,Male,171024.0,85.33,2.91,7.82,Therapy,34618.0,No,86.9,2416.0,1.87,37128.0,0.75,61.22
Turkey,2011,Ebola,Parasitic,0.13,9.37,6.59,0-18,Male,605820.0,81.31,1.78,0.88,Medication,4520.0,Yes,72.92,231.0,4.06,44989.0,0.58,60.82
Japan,2016,Covid-19,Bacterial,0.36,8.21,7.14,19-35,Other,499376.0,91.07,1.37,0.66,Vaccination,33515.0,Yes,59.41,1833.0,8.38,85368.0,0.82,23.46
Brazil,2019,Covid-19,Genetic,0.33,2.82,6.33,0-18,Female,261624.0,63.22,1.7,4.79,Therapy,8142.0,Yes,68.12,3047.0,0.35,79836.0,0.67,29.48
South Africa,2018,Tuberculosis,Metabolic,0.24,5.61,0.15,36-60,Female,133069.0,65.62,3.79,5.05,Therapy,40691.0,Yes,71.89,4576.0,9.24,12370.0,0.89,85.31
Saudi Arabia,2022,Cancer,Genetic,0.33,14.27,3.98,19-35,Other,892653.0,61.52,1.19,1.85,Surgery,22609.0,No,71.92,1230.0,9.51,97309.0,0.66,56.12
Australia,2017,Cancer,Respiratory,0.63,15.0,0.93,36-60,Female,379818.0,86.86,1.52,7.78,Vaccination,22421.0,No,59.68,3101.0,8.72,47406.0,0.48,66.85
Turkey,2023,Alzheimer'S Disease,Cardiovascular,0.99,2.02,8.25,61+,Female,311243.0,57.92,0.5,3.77,Surgery,31709.0,Yes,86.26,1782.0,2.14,33237.0,0.86,31.81
Saudi Arabia,2022,Parkinson'S Disease,Metabolic,0.62,9.68,2.4,36-60,Male,98438.0,96.2,3.69,1.01,Surgery,8917.0,No,92.78,392.0,2.92,89531.0,0.6,84.26
Usa,2021,Influenza,Neurological,0.27,1.78,6.74,19-35,Female,733950.0,59.34,1.24,0.73,Medication,26598.0,Yes,61.45,4262.0,6.2,63243.0,0.66,50.04
Italy,2010,Asthma,Infectious,0.72,13.38,7.52,36-60,Other,975469.0,99.27,3.03,5.0,Therapy,4258.0,Yes,91.0,1748.0,5.7,89136.0,0.45,71.65
South Korea,2011,Cholera,Genetic,0.2,5.25,3.19,0-18,Female,202798.0,65.67,3.26,5.77,Therapy,244.0,Yes,59.42,3332.0,2.48,31667.0,0.67,77.31
Uk,2014,Tuberculosis,Bacterial,0.54,13.52,8.2,61+,Other,59578.0,98.68,3.3,3.97,Vaccination,5640.0,No,88.54,4524.0,0.45,22161.0,0.59,72.91
Usa,2014,Diabetes,Cardiovascular,0.38,3.91,2.57,36-60,Male,541097.0,89.03,1.98,9.32,Medication,24496.0,Yes,53.02,3761.0,7.62,49620.0,0.81,77.51
Brazil,2011,Hypertension,Neurological,0.86,10.74,1.24,0-18,Female,477098.0,80.38,2.79,4.61,Surgery,31940.0,No,59.44,3194.0,6.29,8836.0,0.58,27.38
Brazil,2018,Measles,Chronic,0.16,5.6,0.3,36-60,Female,575779.0,84.71,4.95,8.67,Surgery,27774.0,Yes,61.46,1733.0,0.33,87760.0,0.48,60.29
Nigeria,2020,Diabetes,Respiratory,0.75,14.92,9.54,19-35,Male,727344.0,97.32,1.57,6.15,Therapy,3351.0,No,84.66,3395.0,1.04,97223.0,0.72,39.73
Italy,2015,Alzheimer'S Disease,Genetic,0.28,2.4,3.82,19-35,Male,379155.0,88.72,1.09,5.24,Surgery,2252.0,Yes,63.81,433.0,8.44,79574.0,0.45,60.76
India,2024,Hepatitis,Parasitic,0.2,4.08,3.14,19-35,Male,104411.0,69.15,0.59,6.39,Medication,2626.0,No,95.08,958.0,5.28,93037.0,0.67,37.21
France,2010,Ebola,Parasitic,0.82,14.74,7.63,19-35,Female,560048.0,79.6,3.06,7.33,Medication,23523.0,No,91.26,2502.0,9.77,93602.0,0.7,41.6
Canada,2014,Measles,Chronic,0.72,11.84,7.97,36-60,Male,846623.0,75.7,1.71,2.07,Surgery,29098.0,Yes,64.36,4596.0,9.72,37671.0,0.54,38.98
Turkey,2017,Parkinson'S Disease,Parasitic,0.55,5.83,0.63,19-35,Female,565098.0,72.88,2.25,3.01,Medication,21734.0,No,81.06,2428.0,2.38,51271.0,0.76,21.43
Brazil,2013,Leprosy,Respiratory,0.26,9.49,8.8,36-60,Male,784077.0,99.46,1.97,9.78,Vaccination,42152.0,Yes,59.77,802.0,8.8,81773.0,0.88,64.75
Italy,2017,Ebola,Infectious,0.59,6.31,1.75,19-35,Other,468194.0,83.93,0.66,5.41,Vaccination,19503.0,Yes,67.63,2643.0,3.97,61121.0,0.9,64.89
Usa,2022,Influenza,Bacterial,0.62,0.62,7.66,19-35,Other,156104.0,52.65,0.8,7.79,Medication,44165.0,No,86.28,1911.0,7.6,58050.0,0.78,89.16
Nigeria,2016,Zika,Bacterial,0.39,10.63,4.83,19-35,Female,63870.0,62.83,2.43,7.29,Medication,36946.0,Yes,62.58,152.0,5.32,79103.0,0.54,48.7
Canada,2010,Hepatitis,Infectious,0.97,12.07,1.04,61+,Other,91544.0,51.56,1.29,7.02,Vaccination,46276.0,Yes,90.89,1814.0,6.27,35563.0,0.62,87.19
Japan,2021,Rabies,Metabolic,0.51,6.14,4.11,0-18,Other,792386.0,92.63,4.64,5.34,Vaccination,16429.0,No,94.5,2600.0,9.77,51354.0,0.62,89.83
Mexico,2012,Tuberculosis,Parasitic,0.21,8.01,5.85,19-35,Female,790700.0,96.78,1.9,1.64,Medication,36524.0,No,57.42,1275.0,8.97,30598.0,0.65,20.93
Canada,2020,Hepatitis,Autoimmune,0.9,14.02,6.24,36-60,Other,862107.0,75.55,1.73,8.22,Surgery,1156.0,No,59.41,2662.0,5.13,9277.0,0.57,47.04
Turkey,2010,Malaria,Genetic,1.0,4.36,9.73,61+,Male,996037.0,71.25,3.47,2.87,Therapy,29307.0,Yes,75.68,4673.0,7.87,27565.0,0.72,60.54
Turkey,2011,Tuberculosis,Neurological,0.72,3.49,4.88,0-18,Male,819425.0,85.44,1.04,1.64,Medication,23427.0,Yes,95.12,858.0,4.66,56388.0,0.64,20.18
Italy,2023,Parkinson'S Disease,Neurological,0.35,9.56,3.24,0-18,Female,655325.0,98.63,4.58,5.85,Therapy,296.0,Yes,65.7,4869.0,9.92,53552.0,0.66,46.22
Argentina,2017,Parkinson'S Disease,Infectious,0.62,4.43,7.19,36-60,Female,353884.0,84.26,4.91,8.39,Medication,34362.0,No,80.29,2344.0,7.09,24671.0,0.55,31.78
Italy,2016,Hepatitis,Chronic,0.23,2.1,0.44,19-35,Female,116028.0,69.23,4.76,8.09,Therapy,22151.0,Yes,52.04,3393.0,5.83,78208.0,0.75,80.1
Italy,2013,Hypertension,Viral,0.13,0.78,1.72,0-18,Other,494255.0,90.47,4.16,1.9,Therapy,28904.0,Yes,75.34,4752.0,2.58,65407.0,0.41,64.52
Brazil,2022,Polio,Autoimmune,0.4,9.87,3.1,36-60,Other,866047.0,99.75,2.65,4.27,Surgery,22283.0,Yes,69.71,4698.0,7.91,19627.0,0.85,26.22
France,2022,Zika,Respiratory,0.72,14.08,1.33,61+,Other,879773.0,51.37,1.27,5.5,Vaccination,24460.0,Yes,62.1,1069.0,1.49,42092.0,0.64,30.49
Argentina,2011,Alzheimer'S Disease,Parasitic,0.93,1.47,8.45,19-35,Female,431225.0,86.38,4.17,2.68,Therapy,20421.0,No,87.81,4125.0,0.04,82629.0,0.74,26.11
Australia,2014,Covid-19,Chronic,0.44,10.59,6.86,36-60,Male,158477.0,56.32,3.61,9.95,Vaccination,23286.0,Yes,64.65,2282.0,6.72,3975.0,0.53,51.27
Brazil,2015,Covid-19,Genetic,0.73,9.7,3.68,0-18,Female,305995.0,80.91,1.33,7.66,Therapy,17394.0,No,92.2,4079.0,5.24,13622.0,0.59,66.48
Germany,2013,Diabetes,Genetic,0.99,3.22,2.28,36-60,Other,89642.0,95.68,1.12,9.72,Surgery,39656.0,Yes,72.32,3619.0,7.81,23821.0,0.46,31.18
Japan,2015,Malaria,Respiratory,0.14,13.59,5.04,61+,Other,801940.0,77.14,3.54,6.73,Surgery,39529.0,Yes,65.28,837.0,2.82,84494.0,0.66,36.45
Russia,2021,Dengue,Bacterial,0.91,1.97,9.06,61+,Male,113725.0,56.85,1.32,9.71,Surgery,48000.0,No,96.34,4828.0,5.36,46136.0,0.83,84.83
Japan,2024,Leprosy,Cardiovascular,0.88,9.94,6.72,19-35,Female,823766.0,67.79,4.81,7.14,Vaccination,24912.0,Yes,60.85,4214.0,3.95,30381.0,0.74,67.35
Mexico,2012,Cancer,Metabolic,0.69,12.43,2.37,19-35,Female,485957.0,59.01,4.39,4.36,Medication,13035.0,Yes,51.26,661.0,7.41,36591.0,0.79,20.02
Brazil,2012,Tuberculosis,Bacterial,0.9,2.94,3.67,36-60,Female,782730.0,75.12,4.93,4.23,Vaccination,25431.0,Yes,60.72,2257.0,6.06,16844.0,0.75,67.5
Uk,2014,Rabies,Neurological,0.37,13.2,7.43,36-60,Female,751557.0,59.84,3.59,5.25,Vaccination,24254.0,Yes,94.51,4901.0,5.62,30359.0,0.53,60.92
China,2010,Parkinson'S Disease,Viral,0.18,3.66,2.88,36-60,Female,823750.0,54.95,3.67,2.27,Surgery,31671.0,Yes,61.87,4842.0,6.96,34773.0,0.41,60.75
Australia,2024,Measles,Neurological,0.11,7.79,2.63,0-18,Female,127289.0,74.81,2.93,4.8,Therapy,17122.0,Yes,54.69,4171.0,3.8,21223.0,0.79,34.32
Nigeria,2016,Malaria,Bacterial,0.66,13.36,2.07,19-35,Female,166395.0,70.11,1.86,3.95,Vaccination,28577.0,No,77.92,3401.0,9.61,44566.0,0.55,40.55
Mexico,2019,Parkinson'S Disease,Respiratory,0.71,6.0,4.22,0-18,Other,87882.0,70.26,2.67,3.98,Medication,18279.0,Yes,54.46,3034.0,2.73,60649.0,0.84,56.02
South Korea,2011,Cholera,Genetic,0.31,7.56,2.74,19-35,Female,670438.0,84.04,4.34,5.04,Surgery,2201.0,Yes,61.43,4804.0,3.12,95640.0,0.69,36.87
